file,course,source,start,end,text
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:35,1:56,thats what this notation denotes look at the set how an elements do you have in this set okay it is that number whose square is not just that number it is that number whose square is and that number should be an integer is it even possible square is
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:56,2:32,square is square is a number between to is your and the number whose square is cannot be an integer and hence this set should be empty and hence the cardinality of this set should be what is the cardinality of a set containing phi the empty set so phi as i told you you should not see it as nothingness phi is a set containing
45.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:32,2:46,nothing and it can be treated as an element at times now if you put phi around brackets like this i would say here is a set containing one element and so this set has cardinality
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:01,0:28,it is now time for us to put our understanding to test let us now play around with sets by performing a few operations on that let me consider a set u with people and let me represent this people as p p p p p p p p p and p right instead of seeing it as a set im going to take
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:28,0:51,a rectangle and put this people here into this rectangle p p up to p you see in this some of them are boys and some of them are girls lets say these people are boys and these people are girls and then again you see im going to use another
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:51,1:21,circle to represent that these people are from the state karnataka and these people are from the state west bengal and these are from punjab so there are these people belong to different states and then let me go ahead and also tell you that some of them know hindi and these many people know english and guess what is in between these
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:21,1:50,are the people who know both hindi as well as english you see this is called the intersection intersection which stands for those elements that are common amongst these two sets h and e where h stands for those people who know to speak in hindi and e stands for those
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,1:50,2:19,people amongst these people who know english and obviously you will find some people in the intersection of e and h which denotes people who know both english and hindi please note this is a very important symbol well encounter this very often amongst these people assume these many people love vanilla icecream and these many
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:19,2:46,love strawberry ice cream you see there can be people who love both vanilla and strawberry now what does this denote this entire circle as well as this entire circle it denotes all those people who love either vanilla or strawberry that is called the union you see the set v and s its
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,2:46,3:14,union comprises of all the people in these circles with simply will be these people and they all are what is this set as you can see v union s is the set of all those people who like either vanilla or strawberry in fact anyone outside these two circles lets say this person does not belong to
46.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,3:14,3:20,this set for a simple reason that he neither likes vanilla nor strawberry iit madras production funded by department of higher education ministry of human resource development government of india wwwnpteliitmacin copyrights reserved
47.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:02,0:35,we now understand what one means by union of two sets let us try defining this rigorously what do you even mean by defining this rigorously you have the set a you have the set b what do we mean by a union b when do we say that x belongs to a union b you say x belongs to a union b if x belongs to a or x belongs to b
47.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:35,0:58,if one of them happens then we say x belongs to a union b thats the definition of a union b how is a set defined it is defined based on what elements are present in it and im defining what exactly we mean by a union b by defining what kind of elements belong in the set an element belongs
47.json,Discrete Mathematics by Prof Sudarshan Iyengar,NPTEL,0:58,1:26,if it either belongs to a or it belongs to b now similarly is the case for a intersection b when do we say an element y belongs to a intersection b whenever y belongs to a and y belongs to b note the usage of the word and here while we used or for union
